Assembly	Intergenes.Alignedpp.aboveThr.Nb	Intergenes.Alignedmm.aboveThr.Nb	PurineBias	Taxid	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion	Tss.Nb	Tss.Proportion
GCA_001564285.1	510	535	0.505363775241912	1729463	Natrialbaceae^archaeon^Tc-Br11_E2g28	Contig	NA	2519	NA	NA	2330233	0.609737905033906	NA	0.625798026185789	0.631874298540965	830.553191489362	777	0.536528894590282	0.548387096774194	0.523623138187973	0.551724137931034	NA	NA	0.563445243028978	0.576923076923077	105.569444444444	61.5	432	0.529027013140032	0.539170506912442	145	463	0.508821717607634	0.545961002785515	92	NA	547	0.50391385748055	0.548947849954254	84	589	0.00108100777905042	0.0536748900217274	0.0195714334145984	0.0248644663430653	0.0288104236786622	1971	78.2453354505756
GCA_001571385.1	533	579	0.511560777348743	488124	Methanofollis^ethanolicus	Contig	NA	2661	NA	NA	2713913	0.602972243017343	NA	0.608714492949447	0.617849057489062	883.15358490566	732	0.499985283729692	0.5	0.462161480804816	0.5	NA	NA	0.514765565711385	0.547590011614402	268.478125	175	320	0.482892829600328	0.492371175677784	142.5	408	0.440592854918163	0.491217257318952	54	NA	664	0.446753995004349	0.491958311888832	54.5	712	0.000980503059604342	0.0367955789297594	0.0316565048326899	0.0153726372216059	0.0214229417081535	1928	72.4539646749342
GCA_001577155.1	390	341	0.55396695050085	1781242	Candidatus^Bathyarchaeota^archaeon^TCS64	Contig	NA	1877	NA	NA	1556618	0.445656843798001	NA	0.439472182143182	0.445049954586739	820.258064516129	738	0.372907659904667	0.370967741935484	0.35550618625061	0.369361147327249	NA	NA	0.407181539965731	0.4	104.4	60	200	0.354551738979113	0.357142857142857	126	299	0.34393717380064	0.363636363636364	54	NA	457	0.343599555452585	0.366988869361453	55	400	0.00120581928257286	0.0402089658477546	0.01341369558877	0.0160064961345687	0.0242024697131859	1329	70.8044752264251
GCA_001577555.1	418	372	0.549306144810952	1794907	Methanohalophilus^sp.^T328-1	Contig	260	2227	NA	NA	1952418	0.426902719475353	NA	0.438349413302003	0.439798750867453	699.068181818182	526.5	0.348763029486035	0.338709677419355	0.297402234613286	0.315789473684211	NA	NA	0.258301203607313	0.3	103.855371900826	30.5	242	0.318974245872361	0.316881694255112	182.5	270	0.298038814748931	0.318181818181818	46.5	NA	616	0.303379901464001	0.316666666666667	48	543	0.00114063689230482	0.0396950089581227	0.0128727557316107	0.0144570732291958	0.0252379357289269	1330	59.7215985630894
GCA_001577565.1	608	575	0.548634002269303	1794908	Methanolobus^sp.^T82-4	Contig	145	2692	NA	NA	2654040	0.435661419993756	NA	0.450915485262889	0.455247981545559	930.6	790.5	0.343656468240772	0.338709677419355	0.309309758576409	0.318181818181818	NA	NA	0.314361327511475	0.321474474836326	95.7032085561497	43.5	374	0.309674489264299	0.311320754716981	206	409	0.313352686032304	0.324952859836581	62	NA	770	0.302348250773569	0.318994757940179	63	740	0.00101430272339528	0.0507595966903287	0.0134862323099878	0.019014031438863	0.0317455652514657	2001	74.3313521545319
GCA_001577775.1	373	279	0.570001706762234	1609559	Pyrococcus^kukulkanii	Complete Genome	1	2058	47	4	1977126	0.446220928762254	NA	0.453414105135165	0.452244116037219	823.199416342412	732	0.394273671419621	0.387096774193548	0.354321709069788	0.364109848484849	NA	NA	0.382572841786552	0.397972116603295	465.967479674797	113	123	0.370205158671364	0.365384615384615	116	322	0.352342883663101	0.365217391304348	36	NA	623	0.337292653820938	0.353553921568627	41.5	432	0.00104090482852383	0.0286152728758815	0.0289885419543317	0.0097232042874354	0.0188920685884461	1296	62.9737609329446
GCA_001587575.1	372	356	0.567604755838523	1705564	Candidatus^Methanofastidiosum^methylthiophilus	Contig	61	1769	36	3	1557731	0.344253593318584	NA	0.371682797561334	0.370706782764936	777.5	648	0.269366850852862	0.258064516129032	0.218191825608868	0.217948717948718	NA	NA	0.177211743460486	0.166666666666667	48.6649484536082	16	194	0.22408734709483	0.217996915365336	120	264	0.221908207544071	0.224719101123595	36	NA	493	0.228195207122985	0.223051409618574	33	456	0.00113562611259582	0.0308294564337488	0.0060607383431414	0.0104921838237796	0.0203372726099692	1256	71.0005652911249
GCA_001587595.1	359	393	0.561273373158028	1705564	Candidatus^Methanofastidiosum^methylthiophilus	Scaffold	77	1635	41	3	1495432	0.340432660669405	NA	0.336251202383979	0.328537170263789	914.289099526066	777	0.268453721900014	0.258064516129032	0.226340245931726	0.225941422594142	NA	NA	0.214305662779754	0.209302325581395	133.715846994536	30	183	0.228940024430046	0.224185196466646	129.5	232	0.222531958878304	0.224744897959184	33.5	NA	436	0.233648751000094	0.231326644370123	40.5	446	0.00109332955293186	0.0329197516169241	0.0163631646240017	0.0128292359665969	0.0200905156503271	1216	74.3730886850153
GCA_001587675.1	365	420	0.57399312223969	1705564	Candidatus^Methanofastidiosum^methylthiophilus	Contig	313	1999	34	2	1794460	0.342478742278744	NA	0.330794462098869	0.337552742616034	925.981132075472	792	0.270451153713695	0.258064516129032	0.217977666418404	0.217391304347826	NA	NA	0.185426548880562	0.166666666666667	78.6858638743455	19	191	0.222245968421071	0.21875	110	219	0.216978842754428	0.217391304347826	32.5	NA	466	0.229450634758837	0.227272727272727	36	501	0.00111398415122098	0.0240642031586104	0.0083752215151076	0.0106395517314401	0.0134246514271703	1223	61.1805902951476
GCA_001587715.1	355	448	0.596822898193318	1705564	Candidatus^Methanofastidiosum^methylthiophilus	Contig	306	2328	35	2	1994208	0.351862349115515	NA	0.341717666592886	0.343065693430657	504.422680412371	330	0.285610182666148	0.274193548387097	0.232814594720997	0.230769230769231	NA	NA	0.17460594704871	0.138888888888889	82.3157894736842	21	209	0.235901564578152	0.230769230769231	122	223	0.236459353687216	0.230769230769231	36	NA	527	0.246724966060393	0.25	27	687	0.00116738073460742	0.0235938277250919	0.0086269837449253	0.00995131901988158	0.0136425087052103	1249	53.6512027491409
GCA_001593845.1	143	130	0.551855578341291	1779372	Candidatus^Bathyarchaeota^archaeon^B63	Scaffold	97	823	NA	NA	859377	0.537813050474743	NA	0.52262975475717	0.535641547861507	800.933333333333	786	0.458550390703266	0.451612903225806	0.476075190597686	0.475583864118896	NA	NA	0.524439376481734	0.505540331228405	212.290909090909	77.5	110	0.446360659548358	0.455197132616487	234	121	0.471094646331944	0.475	100	NA	205	0.472503664629161	0.48	81	197	0.000957670498512294	0.0631515621200009	0.0271731731242516	0.0302044387969424	0.0329471233230584	515	62.5759416767922
GCA_001593855.1	153	152	0.549259129393339	1779369	Candidatus^Bathyarchaeota^archaeon^B25	Scaffold	71	857	NA	NA	818882	0.504106825090392	NA	0.508684824924388	0.511389784312184	745.645833333333	628.5	0.451204573295223	0.451612903225806	0.44810301280475	0.453159280386134	NA	NA	0.481743809769553	0.465661641541039	148.235294117647	38	85	0.428212254500961	0.437340117306197	179	126	0.450551207748156	0.461538461538462	47	NA	241	0.443776190891485	0.454545454545455	61	218	0.00104654883121133	0.0464792241128758	0.0153868322908551	0.0189367943122452	0.0275424298006306	557	64.9941656942824
GCA_001593865.1	307	239	0.553749932864253	1779368	Candidatus^Bathyarchaeota^archaeon^B24	Scaffold	37	1576	NA	NA	1731399	0.511565204137575	NA	0.493449152719812	0.493037423846823	1058.3119266055	1029	0.440765685926976	0.435483870967742	0.458085036376118	0.450893141945774	NA	NA	0.491052222164731	0.480431462390225	228.734234234234	48	222	0.428871602018256	0.433628318584071	177	293	0.460779767306005	0.458265614116554	64	NA	442	0.458232662342798	0.455555555555556	67	337	0.000910246569392728	0.0453598506179107	0.0293283061847673	0.0154066162681161	0.0299532343497946	1132	71.8274111675127
GCA_001593875.1	106	111	0.524702677503153	1779367	Candidatus^Bathyarchaeota^archaeon^B23	Scaffold	75	747	NA	NA	717825	0.616808602715036	NA	0.620623006978398	0.637445976070242	806.038461538462	703.5	0.52034292356873	0.532258064516129	0.512860025851779	0.52874852420307	NA	NA	0.559182867999038	0.586466165413534	203.076923076923	32	65	0.498383956850978	0.513194444444444	119	114	0.490288269180871	0.5	41	NA	166	0.527681136000165	0.542168674698795	51	161	0.00104064361090795	0.032679274196357	0.0183888830843172	0.013780517535611	0.018898756660746	445	59.5716198125837
GCA_001593925.1	214	183	0.55676218841274	1779370	Candidatus^Bathyarchaeota^archaeon^B26-1	Scaffold	124	1185	NA	NA	1348101	0.526947806716348	NA	0.539052221709787	0.541556437389771	733.590909090909	700.5	0.453919491525424	0.451612903225806	0.465269690984278	0.469261778785588	NA	NA	0.508989312160468	0.5	267.6	61.5	160	0.442266345893901	0.446650124069479	228.5	186	0.463648956040325	0.473684210526316	72	NA	315	0.456686089061962	0.466522678185745	87	257	0.000879014257833797	0.0519575313719076	0.0317602316146936	0.0204309617751192	0.0315265695967884	769	64.8945147679325
GCA_001593935.1	329	280	0.543688384034095	1779371	Candidatus^Bathyarchaeota^archaeon^B26-2	Scaffold	73	1630	NA	NA	1890193	0.518507350579078	NA	0.514429066348083	0.515059602649007	982.551724137931	910.5	0.451389664025003	0.451612903225806	0.455273777652649	0.458064516129032	NA	NA	0.475217739919711	0.479134421916112	206.340740740741	54	270	0.436843665494707	0.441442486085343	218	288	0.45935640198099	0.461538461538462	96.5	NA	458	0.45053694200058	0.459259259259259	97	411	0.000862345802783102	0.0592337660757394	0.0294742388740198	0.0260181103199515	0.0332156557557879	1185	72.6993865030675
GCA_001593955.1	880	919	0.518512401274351	1008153	Halalkalicoccus^paucihalophilus	Contig	23	4219	53	3	3980410	0.588481801783921	NA	0.658749176727392	0.662182361733931	814.616372391653	693	0.544017564060701	0.564516129032258	0.530278666316993	0.549295774647887	NA	NA	0.55553673396926	0.562632696390658	169.815336463224	60	639	0.541231726948681	0.549333775843843	142	842	0.516733008504178	0.545454545454545	69.5	NA	1024	0.519292405627358	0.547619047619048	75	1046	0.00105994106134795	0.0509606422453968	0.0272615132611967	0.0209225305935821	0.0300381116518148	3483	82.555107845461
GCA_001595785.1	382	311	0.582806925195743	1803821	Euryarchaeota^archaeon^SM23-78	Contig	47	1527	14	2	1480827	0.36712306308565	NA	0.377105901897742	0.374422057979818	584.111111111111	382	0.291012786980529	0.290322580645161	0.260960867013935	0.264367816091954	NA	NA	0.221275560508164	0.210526315789474	59.4810810810811	21	185	0.275445033881113	0.268041237113402	150	221	0.26443919865092	0.272727272727273	60	NA	491	0.267058410853941	0.266666666666667	59	399	0.00103118054978738	0.0407144116091886	0.00743098282243638	0.0183282719723506	0.0223861396368381	1135	74.3287491814014
GCA_001595795.1	826	804	0.56377034749076	1803813	Theionarchaea^archaeon^DG-70	Contig	177	3524	37	2	3559548	0.41481026609003	NA	0.435575325781987	0.431111111111111	910.723076923077	648	0.375486254835459	0.370967741935484	0.34721118840241	0.361216730038023	NA	NA	0.355737807307046	0.367647058823529	161.780260707635	109	537	0.357878694693556	0.362573099415205	225	583	0.342604847512601	0.358593109105824	96.5	NA	916	0.339860861849938	0.356756756756757	100	895	0.000990013338772226	0.0646113635776228	0.0244064695854642	0.0277597745556458	0.0368515890219769	2796	79.3416572077185
GCA_001595805.1	405	365	0.546015350046925	1803816	Thermoplasmatales^archaeon^SG8-52-1	Contig	79	1917	36	2	2065483	0.312680512652807	NA	0.320525710378256	0.323423741791089	681.738095238095	621	0.249818513485844	0.241935483870968	0.209095069133418	0.208333333333333	NA	NA	0.18697085862575	0.181410256410256	114.529197080292	35	274	0.214420032089068	0.209090909090909	179	305	0.209052330083529	0.211129674392151	62.5	NA	594	0.217532322391003	0.217054263565891	62	529	0.000928112213947053	0.0442023730042804	0.0151930565393179	0.0177702987630496	0.0264320742412307	1380	71.9874804381847
GCA_001595815.1	864	901	0.5589468627605	1803814	Theionarchaea^archaeon^DG-70-1	Contig	194	4313	40	1	4772064	0.414082837241573	NA	0.394978144348541	0.389396676300578	1030.57142857143	873	0.377069921162254	0.370967741935484	0.348370288315136	0.357300826326821	NA	NA	0.349803291154196	0.354591836734694	221.411160058737	165	681	0.355151340346462	0.356666666666667	325	735	0.348718032793562	0.358974358974359	154	NA	1129	0.342841522699323	0.357541899441341	163	1149	0.000903801793102523	0.0942732536696909	0.0315966005485257	0.044216297182938	0.0500569564867529	3235	75.0057964293995
GCA_001595865.1	265	259	0.562629702289749	1803817	Thermoplasmatales^archaeon^SG8-52-2	Contig	68	1251	25	NA	1355901	0.313728159740204	NA	0.309114578724146	0.314699404761905	947.428571428571	727.5	0.253518932849982	0.241935483870968	0.210418316889192	0.214285714285714	NA	NA	0.170638382217102	0.17046004842615	96.8866666666667	25.5	150	0.221049492914868	0.218978102189781	160	187	0.214306049955717	0.216981132075472	58	NA	387	0.216964368707359	0.220201853984971	60.5	378	0.00092263373210876	0.0414137905348547	0.0107183341556648	0.0193472827293438	0.0220665078055109	898	71.7825739408473
GCA_001595875.1	452	401	0.544812696483314	1803819	Thermoplasmatales^archaeon^SG8-52-4	Contig	91	2079	38	1	2246271	0.314573426079176	NA	0.321493499530605	0.320036024581479	871.681818181818	796.5	0.254600797704849	0.241935483870968	0.210493363649069	0.210526315789474	NA	NA	0.186536015918416	0.1875	106.63670411985	37	267	0.214175829825904	0.210382513661202	181	293	0.207745003178655	0.208772090467906	70	NA	642	0.221990273837831	0.222222222222222	60	616	0.000925533918213786	0.0422446801832904	0.0126752293022525	0.0186353293970318	0.0236093507862586	1439	69.2159692159692
GCA_001595885.1	258	177	0.542837752643929	1803822	Euryarchaeota^archaeon^SG8-5	Scaffold	111	1047	23	1	1247229	0.55812545183796	NA	0.566604511060936	0.575135881671567	716.3	499.5	0.452306980433633	0.451612903225806	0.415801096592495	0.432432432432432	NA	NA	0.40636320805019	0.434610811944891	99.8028169014084	71	142	0.414744984966906	0.416297935103245	154.5	182	0.424375232102753	0.441763565891473	60.5	NA	348	0.41030334405952	0.437508560471168	51.5	264	0.000839460916960718	0.03638084906621	0.0113627890307233	0.013835670915285	0.022545178150925	799	76.3132760267431
GCA_001595915.1	381	380	0.576426053596154	1803818	Thermoplasmatales^archaeon^SG8-52-3	Contig	84	1766	25	1	1909404	0.305631862526615	NA	0.32304128889994	0.327406720263863	796.1	623.5	0.245252661687589	0.241935483870968	0.203092908432325	0.203703703703704	NA	NA	0.163700578917364	0.166666666666667	100.690082644628	26	242	0.21003454119176	0.205240174672489	151	289	0.212266211750671	0.210201429499675	63	NA	510	0.208407138250959	0.207549857549858	60	536	0.000924895936114096	0.0417763867678082	0.0127615737685686	0.0189216111414871	0.0228547756263211	1339	75.8210645526614
GCA_001595945.1	432	458	0.541778241481319	1803815	Thermoplasmatales^archaeon^SM1-50	Contig	94	1939	45	2	2091705	0.392389278447526	NA	0.45302986297593	0.448132780082988	683.923076923077	681	0.321292469540014	0.32258064516129	0.301054992715195	0.302768166089965	NA	NA	0.291711857113283	0.29375	186.569395017794	103	281	0.297411966170984	0.295454545454545	204	323	0.307301138886799	0.310112359550562	66	NA	585	0.301313949301783	0.305052025391008	95	572	0.000926994963438917	0.059562892472887	0.02506376377166	0.0280613183981489	0.0315015740747381	1536	79.2160907684373
GCA_001602375.1	561	506	0.520279759021402	528314	Methanoculleus^horonobensis	Contig	NA	2441	NA	NA	2446106	0.618709676622579	NA	0.619279901475878	0.627521844472076	888.352941176471	754.5	0.516319908379462	0.516129032258065	0.500899714107511	0.538071065989848	NA	NA	0.558084795472721	0.582568807339449	154.384615384615	58	325	0.50846638965533	0.531582446808511	178.5	398	0.47983289730431	0.533333333333333	60	NA	651	0.487333121038938	0.522727272727273	59	581	0.000997912600680428	0.0445287326060277	0.0205121936661779	0.0154854286772527	0.029043303928775	1863	76.3211798443261
GCA_001602645.1	581	607	0.552852497023701	1674798	Methanosarcinales^archaeon^Methan_01	Scaffold	NA	2585	NA	NA	2608796	0.568505009458392	NA	0.601018866355023	0.621399176954732	819.461538461538	597	0.491585176793274	0.5	0.493644205100348	0.510344827586207	NA	NA	0.558757904596207	0.573991031390135	141.042016806723	94	357	0.494237539138908	0.504419484329165	199.5	378	0.474855218991328	0.498432601880878	73	NA	683	0.478972489963609	0.5	74	725	0.000990878550871743	0.0515141850876803	0.0193008575603459	0.0226077470219979	0.0289064380656824	1944	75.2030947775629
GCA_001603205.1	355	332	0.505567201590899	1674800	Methanosarcinales^archaeon^Methan_03	Scaffold	NA	2366	NA	NA	1999879	0.556125603586194	NA	0.489807964291044	0.490575396825397	1363.5	1327.5	0.479851551263612	0.483870967741935	0.448086076287001	0.467855502831777	NA	NA	0.479251775975459	0.495145631067961	105.128342245989	69	187	0.454452241213566	0.453416149068323	173	161	0.438833507229825	0.455752212389381	43	NA	471	0.442697354107761	0.468085106382979	42	463	0.00118307157583034	0.0245754868169524	0.00983009472073058	0.0106481442127249	0.0139273426042276	1009	42.6458157227388
GCA_001603255.1	342	346	0.491948158573774	1674804	Methanomicrobiales^archaeon^Methan_07	Scaffold	NA	2185	NA	NA	1913135	0.612730775569345	NA	0.664965986394558	0.664965986394558	511.5	511.5	0.52448275862069	0.532258064516129	0.50772047508846	0.546813996316759	NA	NA	0.583983758857442	0.6	121.556650246305	63	203	0.525731328682171	0.545977011494253	180	269	0.494195256728469	0.54645940676786	57	NA	442	0.477192348052937	0.525062656641604	46	470	0.00114210445159385	0.038308326385749	0.0128982011201509	0.0129990826575229	0.0253092437282262	1226	56.1098398169336
GCA_001625445.1	1054	1058	0.522183974582869	1679489	Haladaptatus^sp.^R4	Contig	34	4143	49	6	4896694	0.595326785407791	NA	0.617982447083686	0.623085983510012	794.577181208054	747	0.514917024053701	0.516129032258065	0.500307548667488	0.516666666666667	NA	NA	0.519661107500233	0.531914893617021	162.157526254376	59	857	0.510556768687619	0.511036162638186	181	950	0.487787407381637	0.50955452775073	100	NA	1214	0.491122323714752	0.515243902439024	98	1211	0.000846081049785835	0.0613940752679257	0.0283801683339821	0.0262785463008307	0.0351155289670949	4012	96.8380400675839
GCA_001626095.1	138	115	0.559520792124996	1811582	Nitrosopelagicus^sp.^REDSEA-S08_B1	Scaffold	NA	846	NA	NA	576790	0.352822537259568	NA	0.353626472632969	0.355072463768116	569.581395348837	555	0.289616021830231	0.290322580645161	0.250636394780933	0.261904761904762	NA	NA	0.239312583683267	0.25	74.8586956521739	18	92	0.265010922248916	0.26530612244898	95	153	0.237277648647368	0.25	43	NA	196	0.25976640828445	0.270429252782194	39.5	160	0.00146673832764091	0.0393626796581078	0.0119402208776158	0.0141628669012986	0.0251998127568092	559	66.0756501182033
GCA_001627055.1	373	368	0.57004917217398	1811585	Nitrosopelagicus^sp.^REDSEA-S27_B13N2	Scaffold	NA	1958	NA	NA	1507816	0.380876218055893	NA	0.32770281580597	0.325735992402659	669.565217391304	579	0.30404966349501	0.290322580645161	0.263220964822952	0.268292682926829	NA	NA	0.258492070871001	0.268098830847204	52.7445652173913	21	184	0.264849984024445	0.262626262626263	96	253	0.25742603659194	0.26865671641791	35	NA	447	0.270196496970421	0.275	39	437	0.00129856693389644	0.028223602879927	0.00643646174334269	0.0121155366437284	0.0161080662361986	1247	63.6874361593463
GCA_001627165.1	115	79	0.567675403983026	1811587	Nitrosopelagicus^sp.^REDSEA-S32_B2	Scaffold	NA	590	NA	NA	449408	0.337409579067855	NA	0.332554555889474	0.338514680483592	775.8	726	0.286834288872004	0.290322580645161	0.241860557642721	0.25	NA	NA	0.238223181120047	0.285714285714286	77.6410256410256	20	39	0.265120352503541	0.262726488352028	92.5	100	0.224487962465389	0.240254872563718	36	NA	160	0.247425916770527	0.25	37	107	0.00131283822272857	0.0322757939333523	0.00673775277698661	0.0116931607804044	0.0205826331529479	394	66.7796610169491
GCA_001628485.1	273	276	0.543550294245659	1811651	Marine^group^II^euryarchaeote^REDSEA-S11_B3N4	Scaffold	NA	1183	NA	NA	1295986	0.509814616184351	NA	0.44202109894604	0.458488228004957	826.636363636364	807	0.474317024232135	0.483870967741935	0.439093505739827	0.467592592592593	NA	NA	0.443710117229787	0.5	37.7563025210084	7	119	0.465271433159124	0.466019417475728	103	195	0.436592991133319	0.470588235294118	40	NA	323	0.42449589611282	0.454545454545455	40	332	0.00091281850266901	0.0269794581114302	0.0034668584382856	0.0114816055111706	0.0154978526002596	939	79.374471682164
GCA_001629205.1	294	243	0.551466982874444	1811655	Marine^group^II^euryarchaeote^REDSEA-S30_B12	Scaffold	NA	1322	NA	NA	1266629	0.36649337666274	NA	0.349998574027572	0.357042648709315	729.375	727.5	0.356262319702137	0.354838709677419	0.309589401601174	0.333333333333333	NA	NA	0.255607369934967	0.225396825396825	44.0846153846154	12	130	0.353039826703089	0.354460847240051	102	192	0.298582393755421	0.329030646235843	39	NA	360	0.318780012477517	0.333333333333333	42	287	0.00104371524732183	0.0261789363736343	0.0045246082317711	0.0107174239655021	0.0154615124081321	921	69.6671709531014
GCA_001629235.1	234	256	0.54281630186848	1811660	Marine^group^II^euryarchaeote^REDSEA-S43_B8	Scaffold	NA	1168	NA	NA	1101674	0.502290866601283	NA	0.49357725181251	0.49036729036729	808.714285714286	621	0.474982841455045	0.483870967741935	0.444120729509356	0.471960167714885	NA	NA	0.450720900950619	0.5	36.0571428571429	9	105	0.468199246998349	0.471544715447154	103	177	0.425823859449739	0.461538461538462	39	NA	289	0.445241537086275	0.483870967741935	40	297	0.00106020474296389	0.0287126681758851	0.00343658831923056	0.0121642155483383	0.0165484526275468	844	72.2602739726027
GCA_001629255.1	279	235	0.55384794857597	1811659	Marine^group^II^euryarchaeote^REDSEA-S42_B7	Scaffold	NA	1121	NA	NA	1191311	0.494437288361703	NA	0.49659135710985	0.496423198550858	1016.80909090909	933	0.464788023228492	0.467741935483871	0.438737435592241	0.459500260281104	NA	NA	0.444753854159183	0.489048760991207	41.25	9	116	0.460251955196043	0.466019417475728	101	179	0.428752712521624	0.457142857142857	46	NA	321	0.433971806311468	0.45115856428896	39	282	0.00094098014708166	0.0261837589009083	0.00401658341104884	0.0110080407215244	0.0151757181793839	872	77.7876895628903
GCA_001639265.1	505	416	0.512950450450451	55758	Methanobrevibacter^filiformis	Contig	295	1965	29	3	2606143	0.272149197442467	NA	0.306756756756757	0.306756756756757	8880	8880	0.205520555046054	0.193548387096774	0.17901146354923	0.171428571428571	NA	NA	0.176800041654434	0.172413793103448	308.647577092511	160	227	0.16184575650663	0.158198614318707	432	207	0.185345668286227	0.176842889054356	172.5	NA	666	0.178707957551269	0.170659971305595	180	538	0.000753987789618605	0.0828888706414038	0.0268837895694902	0.0485760950185773	0.0343127756228265	1335	67.9389312977099
GCA_001639285.1	713	496	0.554277392547463	47311	Methanobrevibacter^cuticularis	Contig	169	2094	30	3	2608702	0.277431544135985	NA	0.288775769235908	0.288775769235908	888	888	0.208874458874459	0.193548387096774	0.179846627149962	0.171875	NA	NA	0.183567160343815	0.185268227869125	343.114814814815	261.5	270	0.166704960927241	0.162352941176471	529	253	0.183089106919519	0.172837492353781	231	NA	802	0.179327791625562	0.171728151075977	214	540	0.000802698046768086	0.116056950928086	0.0355122969200775	0.0647528924346284	0.0513040584934577	1715	81.9006685768863
GCA_001639295.1	519	465	0.567294622356516	49547	Methanobrevibacter^curvatus	Contig	232	2004	31	4	2414608	0.267884935131468	NA	0.270854955756238	0.279121458710066	965.5	895.5	0.186422046169592	0.17741935483871	0.154830023093262	0.14236434544952	NA	NA	0.158859330694932	0.155363984674329	250.716101694915	152.5	236	0.136436671151395	0.12502078467081	450	220	0.160100700829034	0.14373128742515	168	NA	666	0.154134300712711	0.142518618821936	174	596	0.000829948380855195	0.0956378840789064	0.0245045986760584	0.0546374401145031	0.0410004439644033	1424	71.0578842315369
GCA_001647085.1	375	384	0.547689994822134	1712654	Thermococcus^piezophilus	Complete Genome	1	1919	46	4	1928800	0.511069576939029	NA	0.520079995143127	0.525902921555095	858.022128060264	693	0.439608875384235	0.435483870967742	0.400560652817011	0.411764705882353	NA	NA	0.405261301991264	0.409090909090909	153.31221719457	55	221	0.413140348326233	0.410958904109589	126	329	0.401281878060949	0.416666666666667	44	NA	584	0.390973737007929	0.40978157478773	50.5	584	0.000994919120696806	0.0377861883036085	0.0175663625051846	0.0162940688510991	0.0214921194525093	1417	73.8405419489317
GCA_001674955.1	552	661	0.55240365768785	1679446	Candidatus^Nitrosopumilus^sp.^DDS1	Scaffold	NA	2723	NA	NA	1753952	0.325619846141673	NA	0.336233005983651	0.337522441651706	596.620320855615	462	0.28142810975968	0.274193548387097	0.257893811412622	0.264415313004655	NA	NA	0.24349605042106	0.25	107.465986394558	53	294	0.260511517786038	0.259126032507327	115.5	436	0.254744342121492	0.266666666666667	57	NA	613	0.264957449145637	0.27027027027027	62	711	0.001552494024922	0.0556965070879933	0.018013605845542	0.0269853450949627	0.0287111619930306	2085	76.5699596033786
GCA_001714685.2	847	884	0.547731845476742	1882735	Methanosarcina^sp.^Ant1	Contig	342	3304	55	3	4291352	0.389685789147138	NA	0.394940269443161	0.393650793650794	980	957	0.343667881435662	0.338709677419355	0.325043058110282	0.329519450800915	NA	NA	0.336092314061775	0.337332375478927	339.309523809524	224.5	504	0.322126101609356	0.320489708486654	498	502	0.327008463577233	0.333333333333333	211	NA	954	0.319209390157542	0.328947368421053	191	1025	0.000769920528542054	0.114251173056883	0.0398503781558819	0.0559954065758297	0.0582557664810531	2735	82.7784503631961
GCA_001717005.1	304	251	0.540147241351011	1867258	Candidatus^Methanomethylicus^mesodigestum	Scaffold	NA	1581	NA	NA	1428061	0.584190608246155	NA	0.571634989378395	0.57392253136934	569.142857142857	666	0.474170813650946	0.467741935483871	0.474154849780807	0.491071428571429	NA	NA	0.590857731084094	0.592592592592593	98.4615384615385	65	195	0.454071106423677	0.457887625267425	155	220	0.444448507338165	0.472934472934473	38	NA	459	0.461711920853823	0.4824892791505	60	378	0.00110709556524546	0.0407713676096469	0.0134448038284079	0.016892835810235	0.0238785317994119	995	62.9348513598988
GCA_001717015.1	363	314	0.561628406599553	1867261	Candidatus^Methanosuratus^petracarbonis	Scaffold	NA	1419	NA	NA	1268545	0.559715970914939	NA	0.578500868658951	0.59577677224736	815.666666666667	714	0.466336260615019	0.467741935483871	0.452817973234036	0.466666666666667	NA	NA	0.480394361748202	0.5	124.558139534884	60	129	0.425428527795687	0.423728813559322	139	177	0.458518379346356	0.471827292052011	40.5	NA	400	0.450061469833849	0.476190476190476	48	359	0.00111860438533911	0.0342717444000804	0.0126664801012184	0.0148770835878901	0.0193946608121903	1031	72.6568005637773
