Assembly	OriginalName	ProtName	Annot	Specie.x	Length	Type	Compo.*	Compo.A	Compo.C	Compo.D	Compo.E	Compo.F	Compo.G	Compo.H	Compo.I	Compo.K	Compo.L	Compo.M	Compo.N	Compo.P	Compo.Q	Compo.R	Compo.S	Compo.T	Compo.V	Compo.W	Compo.Y	Prop.Tiny	Prop.Small	Prop.Aliphatic	Prop.Aromatic	Prop.Non.polar	Prop.Polar	Prop.Charged	Prop.Basic	Prop.Acidic	Pi	Taxid	Specie.y	assembly_level	CC1
GCA_001437625.1	1655561_Nitrosopumilus^sp.^BACL13^MAG-121220-bin23@KRO26951.1$GCA_001437625.1	KRO26951.1		0	47	0	0	4	4	1	1	1	6	0	5	5	0	2	1	4	0	4	2	4	1	0	2	0.425531914893617	0.574468085106383	0.127659574468085	0.0638297872340425	0.617021276595745	0.382978723404255	0.234042553191489	0.191489361702128	0.0425531914893617	9.7628738357239	1655561	Nitrosopumilus^sp.^BACL13^MAG-121220-bin23	Contig	1
GCA_001443365.1	1640512_Thaumarchaeota^archaeon^CSP1-1@KRT61549.1$GCA_001443365.1	KRT61549.1		0	47	0	0	3	4	1	2	1	4	0	2	9	1	2	2	3	1	3	0	3	5	0	1	0.297872340425532	0.531914893617021	0.170212765957447	0.0425531914893617	0.553191489361702	0.446808510638298	0.319148936170213	0.25531914893617	0.0638297872340425	9.89969496067377	1640512	Thaumarchaeota^archaeon^CSP1-1	Scaffold	1
GCA_001510225.1	1661711_Thaumarchaeota^archaeon^casp-thauma1@LFEW01000009.1-28$GCA_001510225.1	LFEW01000009.1-28		0	51	0	1	3	1	3	2	0	3	0	1	9	6	3	2	1	0	4	2	3	5	1	1	0.235294117647059	0.450980392156863	0.235294117647059	0.0392156862745098	0.490196078431373	0.490196078431373	0.352941176470588	0.254901960784314	0.0980392156862745	10.1767918393924	1661711	Thaumarchaeota^archaeon^casp-thauma1	Contig	1
GCA_001510225.1	1661711_Thaumarchaeota^archaeon^casp-thauma1@LFEW01000013.1-22$GCA_001510225.1	LFEW01000013.1-22		0	50	0	1	4	4	2	1	1	4	0	2	8	1	2	2	4	1	4	0	3	5	0	1	0.3	0.56	0.16	0.04	0.56	0.42	0.3	0.24	0.06	9.97108483223071	1661711	Thaumarchaeota^archaeon^casp-thauma1	Contig	1
GCA_001510275.1	1661713_Thaumarchaeota^archaeon^casp-thauma3@LFEY01000009.1-23$GCA_001510275.1	LFEY01000009.1-23		0	48	0	1	3	4	1	2	1	7	0	4	6	0	2	1	3	0	4	1	4	2	0	2	0.395833333333333	0.541666666666667	0.125	0.0625	0.583333333333333	0.395833333333333	0.270833333333333	0.208333333333333	0.0625	9.69566485958924	1661713	Thaumarchaeota^archaeon^casp-thauma3	Contig	1
GCA_001510275.1	1661713_Thaumarchaeota^archaeon^casp-thauma3@LFEY01000024.1-53$GCA_001510275.1	LFEY01000024.1-53		0	51	0	1	3	4	1	3	1	4	0	3	7	1	2	3	4	1	4	0	4	4	0	1	0.294117647058824	0.529411764705882	0.156862745098039	0.0392156862745098	0.529411764705882	0.450980392156863	0.294117647058824	0.215686274509804	0.0784313725490196	9.6956678671562	1661713	Thaumarchaeota^archaeon^casp-thauma3	Contig	1
GCA_001510275.1	1661713_Thaumarchaeota^archaeon^casp-thauma3@LFEY01000027.1-60$GCA_001510275.1	LFEY01000027.1-60		0	119	0	1	7	4	4	7	5	9	3	11	13	8	4	8	5	4	4	7	4	5	1	5	0.260504201680672	0.445378151260504	0.201680672268908	0.117647058823529	0.53781512605042	0.453781512605042	0.260504201680672	0.168067226890756	0.092436974789916	9.21213470234413	1661713	Thaumarchaeota^archaeon^casp-thauma3	Contig	1
GCA_001510295.1	1661714_Thaumarchaeota^archaeon^casp-thauma4@LFEZ01000015.1-9$GCA_001510295.1	LFEZ01000015.1-9		0	48	0	1	3	4	0	3	1	5	0	2	8	1	1	2	2	3	4	0	4	3	0	1	0.333333333333333	0.479166666666667	0.125	0.0416666666666667	0.479166666666667	0.5	0.3125	0.25	0.0625	9.97108036999201	1661714	Thaumarchaeota^archaeon^casp-thauma4	Contig	1
GCA_001510295.1	1661714_Thaumarchaeota^archaeon^casp-thauma4@LFEZ01000016.1-9$GCA_001510295.1	LFEZ01000016.1-9		0	48	0	1	3	4	1	1	1	6	0	3	8	0	4	1	2	0	3	1	5	3	0	1	0.395833333333333	0.541666666666667	0.125	0.0416666666666667	0.5625	0.416666666666667	0.270833333333333	0.229166666666667	0.0416666666666667	9.9726183185561	1661714	Thaumarchaeota^archaeon^casp-thauma4	Contig	1
GCA_001515825.1	1714259_Pyrobaculum^sp.^OCT_11@KUO90114.1$GCA_001515825.1	KUO90114.1		0	56	0	0	4	0	2	3	3	3	0	2	13	3	3	0	2	1	2	3	5	3	0	4	0.267857142857143	0.392857142857143	0.142857142857143	0.125	0.482142857142857	0.517857142857143	0.357142857142857	0.267857142857143	0.0892857142857143	10.0489751972545	1714259	Pyrobaculum^sp.^OCT_11	Scaffold	1
GCA_001515835.1	1714260_Pyrobaculum^sp.^JCHS_4@KUO83256.1$GCA_001515835.1	KUO83256.1		0	57	0	0	5	0	2	3	3	3	1	2	12	3	3	1	2	2	2	2	4	3	0	4	0.245614035087719	0.385964912280702	0.140350877192982	0.140350877192982	0.491228070175439	0.508771929824561	0.350877192982456	0.263157894736842	0.087719298245614	9.99797549273204	1714260	Pyrobaculum^sp.^JCHS_4	Scaffold	1
GCA_001516665.1	1714257_Thermoproteus^sp.^CIS_19@KUO83700.1$GCA_001516665.1	KUO83700.1		0	55	0	0	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.309090909090909	0.218181818181818	0.0909090909090909	9.93093316750017	1714257	Thermoproteus^sp.^CIS_19	Scaffold	1
GCA_001516665.1	1714257_Thermoproteus^sp.^CIS_19@KUO84591.1$GCA_001516665.1	KUO84591.1		0	55	0	0	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.309090909090909	0.218181818181818	0.0909090909090909	9.93093316750017	1714257	Thermoproteus^sp.^CIS_19	Scaffold	1
GCA_001516665.1	1714257_Thermoproteus^sp.^CIS_19@KUO85083.1$GCA_001516665.1	KUO85083.1		0	56	0	0	5	0	2	3	3	4	0	4	11	2	2	1	2	2	2	1	5	3	1	3	0.267857142857143	0.410714285714286	0.160714285714286	0.125	0.517857142857143	0.482142857142857	0.321428571428571	0.232142857142857	0.0892857142857143	9.99767683765664	1714257	Thermoproteus^sp.^CIS_19	Scaffold	1
GCA_001541925.1	1776294_Nitrosopumilus^sp.^Nsub@LQMW01000017.1-188$GCA_001541925.1	LQMW01000017.1-188		0	51	0	1	4	4	1	3	1	4	0	2	8	1	2	2	4	1	3	1	3	5	0	1	0.313725490196078	0.549019607843137	0.156862745098039	0.0392156862745098	0.549019607843137	0.431372549019608	0.294117647058824	0.215686274509804	0.0784313725490196	9.63999379918587	1776294	Nitrosopumilus^sp.^Nsub	Contig	1
GCA_001541925.1	1776294_Nitrosopumilus^sp.^Nsub@LQMW01000022.1-40$GCA_001541925.1	LQMW01000022.1-40		0	78	0	1	3	3	1	5	4	4	0	6	10	4	3	5	3	2	6	9	3	3	1	2	0.282051282051282	0.435897435897436	0.166666666666667	0.0897435897435897	0.461538461538462	0.525641025641026	0.282051282051282	0.205128205128205	0.0769230769230769	10.0281897303076	1776294	Nitrosopumilus^sp.^Nsub	Contig	1
GCA_001543015.1	1671876_Nitrosopumilus^sp.^LS_AOA@LFLC01000022.1-1$GCA_001543015.1	LFLC01000022.1-1		0	51	0	1	3	4	2	4	1	4	0	2	8	1	2	1	4	0	4	0	5	4	0	1	0.313725490196078	0.529411764705882	0.137254901960784	0.0392156862745098	0.509803921568627	0.470588235294118	0.352941176470588	0.235294117647059	0.117647058823529	9.4613417689168	1671876	Nitrosopumilus^sp.^LS_AOA	Contig	1
GCA_001626095.1	1811582_Nitrosopelagicus^sp.^REDSEA-S08_B1@LUOX01000010.1-13$GCA_001626095.1	LUOX01000010.1-13		0	48	0	1	3	4	0	2	1	5	0	2	7	1	2	1	2	1	3	2	8	2	0	1	0.458333333333333	0.5625	0.104166666666667	0.0416666666666667	0.479166666666667	0.5	0.25	0.208333333333333	0.0416666666666667	9.87886911249375	1811582	Nitrosopelagicus^sp.^REDSEA-S08_B1	Scaffold	1
GCA_001626095.1	1811582_Nitrosopelagicus^sp.^REDSEA-S08_B1@LUOX01000037.1-17$GCA_001626095.1	LUOX01000037.1-17		0	48	0	1	3	4	2	3	1	4	0	2	6	2	1	2	4	0	4	0	5	3	0	1	0.333333333333333	0.5625	0.145833333333333	0.0416666666666667	0.520833333333333	0.458333333333333	0.3125	0.208333333333333	0.104166666666667	9.33866246824271	1811582	Nitrosopelagicus^sp.^REDSEA-S08_B1	Scaffold	1
GCA_001627055.1	1811585_Nitrosopelagicus^sp.^REDSEA-S27_B13N2@LUPA01000008.1-8$GCA_001627055.1	LUPA01000008.1-8		0	48	0	1	2	4	2	3	1	4	0	2	7	1	1	2	4	1	4	0	5	3	0	1	0.3125	0.541666666666667	0.125	0.0416666666666667	0.479166666666667	0.5	0.333333333333333	0.229166666666667	0.104166666666667	9.5058132454957	1811585	Nitrosopelagicus^sp.^REDSEA-S27_B13N2	Scaffold	1
GCA_001674955.1	1679446_Candidatus^Nitrosopumilus^sp.^DDS1@KV575203.1-1303$GCA_001674955.1	KV575203.1-1303		0	78	0	1	5	3	1	4	3	5	0	4	13	4	4	4	3	4	2	6	5	3	1	3	0.307692307692308	0.448717948717949	0.141025641025641	0.0897435897435897	0.487179487179487	0.5	0.256410256410256	0.192307692307692	0.0641025641025641	9.82178873757631	1679446	Candidatus^Nitrosopumilus^sp.^DDS1	Scaffold	1
GCA_001674955.1	1679446_Candidatus^Nitrosopumilus^sp.^DDS1@KV575205.1-188$GCA_001674955.1	KV575205.1-188		0	51	0	1	4	4	2	2	1	4	0	2	8	1	2	2	4	1	4	0	4	4	0	1	0.313725490196078	0.549019607843137	0.137254901960784	0.0392156862745098	0.529411764705882	0.450980392156863	0.313725490196078	0.235294117647059	0.0784313725490196	9.8069147017669	1679446	Candidatus^Nitrosopumilus^sp.^DDS1	Scaffold	1
GCA_001786425.1	1801882_Candidatus^Pacearchaeota^archaeon^RBG_16_35_8@OGJ12951.1$GCA_001786425.1	OGJ12951.1		0	63	0	0	9	4	1	3	1	7	0	2	10	0	6	1	2	2	2	4	2	5	0	2	0.412698412698413	0.555555555555556	0.111111111111111	0.0476190476190476	0.603174603174603	0.396825396825397	0.253968253968254	0.19047619047619	0.0634920634920635	9.65272174328041	1801882	Candidatus^Pacearchaeota^archaeon^RBG_16_35_8	Scaffold	1
GCA_001870125.1	1826872_Candidatus^Nitrosocosmicus^exaquare@CP017922.1-12$GCA_001870125.1	CP017922.1-12		0	55	0	1	2	4	1	3	1	5	0	2	11	0	5	3	1	4	2	1	4	4	0	1	0.290909090909091	0.454545454545455	0.109090909090909	0.0363636363636364	0.454545454545455	0.527272727272727	0.309090909090909	0.236363636363636	0.0727272727272727	9.78615160389646	1826872	Candidatus^Nitrosocosmicus^exaquare	Complete Genome	1
GCA_001872185.1	1805296_Candidatus^Pacearchaeota^archaeon^CG1_02_32_21@OIO42125.1$GCA_001872185.1	OIO42125.1		0	62	0	0	4	5	1	4	1	8	0	1	11	0	6	3	1	2	2	3	3	5	0	2	0.370967741935484	0.532258064516129	0.0967741935483871	0.0483870967741935	0.532258064516129	0.467741935483871	0.290322580645161	0.209677419354839	0.0806451612903226	9.50983674844006	1805296	Candidatus^Pacearchaeota^archaeon^CG1_02_32_21	Scaffold	1
GCA_001914355.1	1927150_Thaumarchaeota^archaeon^BIN5@MRWN01000400.1-2$GCA_001914355.1	MRWN01000400.1-2		0	48	0	1	5	4	0	1	1	5	0	3	7	1	3	1	3	1	3	2	4	2	0	1	0.416666666666667	0.541666666666667	0.125	0.0416666666666667	0.583333333333333	0.395833333333333	0.229166666666667	0.208333333333333	0.0208333333333333	10.0621391398098	1927150	Thaumarchaeota^archaeon^BIN5	Contig	1
GCA_001914355.1	1927150_Thaumarchaeota^archaeon^BIN5@MRWN01000251.1-6$GCA_001914355.1	MRWN01000251.1-6		0	49	0	1	3	4	1	2	1	4	0	2	9	1	2	3	3	1	4	0	3	4	0	1	0.285714285714286	0.510204081632653	0.142857142857143	0.0408163265306122	0.510204081632653	0.469387755102041	0.326530612244898	0.26530612244898	0.0612244897959184	10.0494348129205	1927150	Thaumarchaeota^archaeon^BIN5	Contig	1
GCA_001917965.1	1805396_Thaumarchaeota^archaeon^13_1_40CM_4_48_7@OLC25591.1$GCA_001917965.1	OLC25591.1		0	70	0	0	7	4	0	2	1	12	0	3	18	0	3	1	2	1	4	0	8	3	0	1	0.442857142857143	0.528571428571429	0.0857142857142857	0.0285714285714286	0.514285714285714	0.485714285714286	0.342857142857143	0.314285714285714	0.0285714285714286	10.568883881102	1805396	Thaumarchaeota^archaeon^13_1_40CM_4_48_7	Scaffold	1
GCA_002011035.1	1935119_Candidatus^Bathyarchaeota^archaeon^JdFR-11@MTLY01000002.1-140$GCA_002011035.1	MTLY01000002.1-140		0	49	0	1	5	4	1	4	1	3	0	1	8	3	3	1	1	0	6	0	3	4	0	0	0.306122448979592	0.448979591836735	0.163265306122449	0.0204081632653061	0.510204081632653	0.469387755102041	0.387755102040816	0.285714285714286	0.102040816326531	10.0558228163828	1935119	Candidatus^Bathyarchaeota^archaeon^JdFR-11	Contig	1
GCA_002011155.1	1935138_Euryarchaeota^archaeon^JdFR-20@MTMH01000209.1-2$GCA_002011155.1	MTMH01000209.1-2		0	47	0	1	5	4	1	1	1	4	0	2	9	0	4	1	2	2	2	1	4	2	0	1	0.382978723404255	0.51063829787234	0.0851063829787234	0.0425531914893617	0.531914893617021	0.446808510638298	0.276595744680851	0.234042553191489	0.0425531914893617	9.90088641274737	1935138	Euryarchaeota^archaeon^JdFR-20	Contig	1
GCA_002156965.1	1898749_Candidatus^Nitrosomarinus^catalina@ARS63956.1$GCA_002156965.1	ARS63956.1		0	50	0	0	4	4	2	2	1	4	0	2	8	1	2	2	4	1	3	0	4	5	0	1	0.32	0.58	0.16	0.04	0.56	0.44	0.3	0.22	0.08	9.63999313350353	1898749	Candidatus^Nitrosomarinus^catalina	Complete Genome	1
GCA_002156965.1	1898749_Candidatus^Nitrosomarinus^catalina@ARS64329.1$GCA_002156965.1	ARS64329.1		0	77	0	0	3	3	1	5	4	4	0	6	11	4	3	5	3	2	5	9	3	3	1	2	0.285714285714286	0.441558441558442	0.168831168831169	0.0909090909090909	0.467532467532468	0.532467532467532	0.285714285714286	0.207792207792208	0.0779220779220779	9.96628335709653	1898749	Candidatus^Nitrosomarinus^catalina	Complete Genome	1
GCA_002254395.1	2012516_Candidatus^Pacearchaeota^archaeon^ex4484_71@OYT36550.1$GCA_002254395.1	OYT36550.1		0	67	0	0	4	1	3	8	4	3	1	1	14	1	1	1	1	0	3	5	4	8	1	3	0.253731343283582	0.447761194029851	0.149253731343284	0.134328358208955	0.417910447761194	0.582089552238806	0.432835820895522	0.26865671641791	0.164179104477612	9.51954629261881	2012516	Candidatus^Pacearchaeota^archaeon^ex4484_71	Contig	1
GCA_002494485.1	1915708_Nitrososphaerales^archaeon^UBA213@DACA01000115.1-1$GCA_002494485.1	DACA01000115.1-1		0	42	0	0	2	4	0	3	1	3	0	1	7	1	3	2	3	0	2	2	3	4	0	1	0.333333333333333	0.547619047619048	0.142857142857143	0.0476190476190476	0.547619047619048	0.452380952380952	0.285714285714286	0.214285714285714	0.0714285714285714	9.50707002530204	1915708	Nitrososphaerales^archaeon^UBA213	Scaffold	1
GCA_002494525.1	1917431_archaeon^UBA490@DACC01000003.1-102$GCA_002494525.1	DACC01000003.1-102		0	51	0	1	3	5	3	1	1	5	0	1	7	1	3	4	1	1	3	1	6	3	0	1	0.392156862745098	0.607843137254902	0.0980392156862745	0.0392156862745098	0.470588235294118	0.509803921568627	0.274509803921569	0.196078431372549	0.0784313725490196	9.36489569456812	1917431	archaeon^UBA490	Scaffold	1
GCA_002494895.1	1915599_Nitrososphaera^sp.^UBA210@DADA01000103.1-4$GCA_002494895.1	DADA01000103.1-4		0	46	0	1	3	4	1	2	1	4	0	2	10	0	4	2	1	1	2	0	4	3	0	1	0.326086956521739	0.478260869565217	0.108695652173913	0.0434782608695652	0.5	0.478260869565217	0.326086956521739	0.260869565217391	0.0652173913043478	9.83926130335018	1915599	Nitrososphaera^sp.^UBA210	Contig	1
GCA_002494975.1	1915934_Euryarchaeota^archaeon^UBA556@DADI01000076.1-2$GCA_002494975.1	DADI01000076.1-2		0	51	0	1	2	4	1	1	1	3	0	4	7	2	3	3	1	1	4	6	2	4	0	1	0.333333333333333	0.509803921568627	0.196078431372549	0.0392156862745098	0.490196078431373	0.490196078431373	0.254901960784314	0.215686274509804	0.0392156862745098	10.0600133864969	1915934	Euryarchaeota^archaeon^UBA556	Scaffold	1
GCA_002495465.1	1917433_archaeon^UBA55@DAFN01000001.1-9$GCA_002495465.1	DAFN01000001.1-9		0	65	0	1	3	5	2	1	1	7	0	1	9	3	4	3	1	1	5	3	7	6	0	2	0.384615384615385	0.569230769230769	0.153846153846154	0.0461538461538462	0.507692307692308	0.476923076923077	0.261538461538462	0.215384615384615	0.0461538461538462	9.98731748017946	1917433	archaeon^UBA55	Scaffold	1
GCA_002495485.1	1915989_Candidatus^Bathyarchaeota^archaeon^UBA185@DAFH01000189.1-7$GCA_002495485.1	DAFH01000189.1-7		0	48	0	1	4	4	0	1	1	4	0	3	7	1	1	5	4	2	1	1	2	5	0	1	0.3125	0.604166666666667	0.1875	0.0416666666666667	0.583333333333333	0.395833333333333	0.1875	0.166666666666667	0.0208333333333333	9.69841819888981	1915989	Candidatus^Bathyarchaeota^archaeon^UBA185	Scaffold	1
GCA_002496015.1	1916006_Candidatus^Pacearchaeota^archaeon^UBA73@DAIF01000006.1-73$GCA_002496015.1	DAIF01000006.1-73		0	65	0	1	9	2	2	5	1	7	0	5	11	0	3	2	2	3	0	2	3	5	0	2	0.353846153846154	0.523076923076923	0.153846153846154	0.0461538461538462	0.553846153846154	0.430769230769231	0.276923076923077	0.169230769230769	0.107692307692308	9.20034263681852	1916006	Candidatus^Pacearchaeota^archaeon^UBA73	Scaffold	1
GCA_002496045.1	1915616_Desulfurococcaceae^archaeon^UBA150@DAIG01000012.1-4$GCA_002496045.1	DAIG01000012.1-4		0	56	0	1	5	0	2	4	5	3	0	3	12	3	1	0	3	1	2	1	3	4	0	3	0.214285714285714	0.375	0.178571428571429	0.142857142857143	0.535714285714286	0.446428571428571	0.357142857142857	0.25	0.107142857142857	9.94012855242822	1915616	Desulfurococcaceae^archaeon^UBA150	Scaffold	1
GCA_002496385.1	1915699_Methanomassiliicoccales^archaeon^UBA147@DAJR01000063.1-2$GCA_002496385.1	DAJR01000063.1-2		0	47	0	1	5	4	1	2	1	4	0	2	12	0	3	1	3	1	1	0	2	3	0	1	0.319148936170213	0.48936170212766	0.106382978723404	0.0425531914893617	0.553191489361702	0.425531914893617	0.340425531914894	0.276595744680851	0.0638297872340425	9.86217395034806	1915699	Methanomassiliicoccales^archaeon^UBA147	Scaffold	1
GCA_002496845.1	1915902_Euryarchaeota^archaeon^UBA495@DALQ01000019.1-1$GCA_002496845.1	DALQ01000019.1-1		0	53	0	1	2	4	1	2	2	7	0	4	7	1	3	2	0	3	3	4	3	3	0	1	0.377358490566038	0.490566037735849	0.150943396226415	0.0566037735849057	0.509433962264151	0.471698113207547	0.245283018867925	0.188679245283019	0.0566037735849057	9.69657789428452	1915902	Euryarchaeota^archaeon^UBA495	Scaffold	1
GCA_002497345.1	1915606_Thermoproteus^sp.^UBA157@DANS01000030.1-52$GCA_002497345.1	DANS01000030.1-52		0	56	0	1	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.25	0.410714285714286	0.160714285714286	0.125	0.517857142857143	0.464285714285714	0.303571428571429	0.214285714285714	0.0892857142857143	9.93093316750017	1915606	Thermoproteus^sp.^UBA157	Scaffold	1
GCA_002497345.1	1915606_Thermoproteus^sp.^UBA157@DANS01000031.1-1$GCA_002497345.1	DANS01000031.1-1		0	90	0	1	10	2	6	3	5	4	0	7	3	5	2	2	9	1	8	5	4	7	0	6	0.277777777777778	0.544444444444444	0.211111111111111	0.122222222222222	0.633333333333333	0.355555555555556	0.222222222222222	0.122222222222222	0.1	8.65858680652327	1915606	Thermoproteus^sp.^UBA157	Scaffold	1
GCA_002497345.1	1915606_Thermoproteus^sp.^UBA157@DANS01000027.1-57$GCA_002497345.1	DANS01000027.1-57		0	57	0	1	6	0	2	3	3	3	0	4	11	2	2	1	2	2	2	1	5	3	1	3	0.263157894736842	0.403508771929825	0.157894736842105	0.12280701754386	0.508771929824561	0.473684210526316	0.315789473684211	0.228070175438596	0.087719298245614	9.99767683765664	1915606	Thermoproteus^sp.^UBA157	Scaffold	1
GCA_002497645.1	1915794_Euryarchaeota^archaeon^UBA12@DADW01000024.1-63$GCA_002497645.1	DADW01000024.1-63		0	110	0	1	9	6	2	6	7	10	0	5	7	6	3	4	7	5	9	7	6	8	0	2	0.345454545454545	0.536363636363636	0.172727272727273	0.0818181818181818	0.572727272727273	0.418181818181818	0.218181818181818	0.145454545454545	0.0727272727272727	9.53964213450212	1915794	Euryarchaeota^archaeon^UBA12	Scaffold	1
GCA_002497685.1	1915773_Euryarchaeota^archaeon^UBA169@DAEH01000036.1-4$GCA_002497685.1	DAEH01000036.1-4		0	48	0	1	3	4	0	4	0	9	0	2	8	1	4	2	0	0	3	0	3	2	0	2	0.395833333333333	0.479166666666667	0.104166666666667	0.0416666666666667	0.5625	0.416666666666667	0.3125	0.229166666666667	0.0833333333333333	9.59130329105784	1915773	Euryarchaeota^archaeon^UBA169	Scaffold	1
GCA_002497685.1	1915773_Euryarchaeota^archaeon^UBA169@DAEH01000036.1-7$GCA_002497685.1	DAEH01000036.1-7		0	58	0	1	4	0	4	4	3	2	1	2	10	2	3	2	1	2	2	4	3	6	0	2	0.224137931034483	0.448275862068966	0.172413793103448	0.103448275862069	0.431034482758621	0.551724137931034	0.362068965517241	0.224137931034483	0.137931034482759	9.52223598756489	1915773	Euryarchaeota^archaeon^UBA169	Scaffold	1
GCA_002497985.1	1915882_Euryarchaeota^archaeon^UBA4@DAFQ01000001.1-68$GCA_002497985.1	DAFQ01000001.1-68		0	59	0	1	2	4	3	1	2	6	1	3	6	3	3	2	1	1	3	7	4	4	1	1	0.389830508474576	0.559322033898305	0.169491525423729	0.0847457627118644	0.508474576271186	0.474576271186441	0.23728813559322	0.169491525423729	0.0677966101694915	9.33924984642076	1915882	Euryarchaeota^archaeon^UBA4	Scaffold	1
GCA_002499005.1	1915755_Thaumarchaeota^archaeon^UBA164@DAJU01000001.1-62$GCA_002499005.1	DAJU01000001.1-62		0	49	0	1	4	4	1	1	0	4	0	2	8	2	2	1	2	1	3	0	4	7	0	2	0.326530612244898	0.551020408163265	0.224489795918367	0.0408163265306122	0.591836734693878	0.387755102040816	0.26530612244898	0.224489795918367	0.0408163265306122	9.89969442659019	1915755	Thaumarchaeota^archaeon^UBA164	Contig	1
GCA_002499085.1	1915701_Methanomassiliicoccales^archaeon^UBA280@DAKD01000003.1-15$GCA_002499085.1	DAKD01000003.1-15		0	47	0	1	4	4	1	2	1	6	0	3	12	0	2	1	1	1	1	0	3	3	0	1	0.361702127659574	0.48936170212766	0.127659574468085	0.0425531914893617	0.531914893617021	0.446808510638298	0.340425531914894	0.276595744680851	0.0638297872340425	9.86217395034935	1915701	Methanomassiliicoccales^archaeon^UBA280	Scaffold	1
GCA_002499185.1	1916005_Candidatus^Pacearchaeota^archaeon^UBA284@DAKN01000101.1-17$GCA_002499185.1	DAKN01000101.1-17		0	55	0	1	1	4	2	4	1	5	1	3	11	0	4	1	4	1	2	0	4	4	1	1	0.254545454545455	0.454545454545455	0.127272727272727	0.0727272727272727	0.509090909090909	0.472727272727273	0.363636363636364	0.254545454545455	0.109090909090909	9.51110414538771	1916005	Candidatus^Pacearchaeota^archaeon^UBA284	Scaffold	1
GCA_002499525.1	1915705_Nitrosopumilales^archaeon^UBA218@DAMC01000051.1-7$GCA_002499525.1	DAMC01000051.1-7		0	47	0	1	4	4	0	1	1	5	0	4	7	0	3	1	3	0	3	4	3	2	0	1	0.425531914893617	0.553191489361702	0.127659574468085	0.0425531914893617	0.574468085106383	0.404255319148936	0.234042553191489	0.212765957446809	0.0212765957446809	10.0621391398098	1915705	Nitrosopumilales^archaeon^UBA218	Scaffold	1
GCA_002499525.1	1915705_Nitrosopumilales^archaeon^UBA218@DAMC01000092.1-6$GCA_002499525.1	DAMC01000092.1-6		0	48	0	1	6	4	1	1	1	4	0	2	8	1	1	2	4	1	4	0	2	4	0	1	0.333333333333333	0.5625	0.145833333333333	0.0416666666666667	0.583333333333333	0.395833333333333	0.291666666666667	0.25	0.0416666666666667	10.1395371668782	1915705	Nitrosopumilales^archaeon^UBA218	Scaffold	1
GCA_002501935.1	1915684_Nitrososphaeraceae^archaeon^UBA273@DAOR01000131.1-19$GCA_002501935.1	DAOR01000131.1-19		0	79	0	1	10	4	2	1	1	8	0	4	18	0	4	1	1	3	3	4	9	4	0	1	0.443037974683544	0.544303797468354	0.10126582278481	0.0253164556962025	0.468354430379747	0.518987341772152	0.30379746835443	0.265822784810127	0.0379746835443038	10.3471960058855	1915684	Nitrososphaeraceae^archaeon^UBA273	Scaffold	1
GCA_002501935.1	1915684_Nitrososphaeraceae^archaeon^UBA273@DAOR01000043.1-5$GCA_002501935.1	DAOR01000043.1-5		0	60	0	1	3	6	1	3	1	6	0	5	11	1	5	1	1	1	1	2	6	3	0	2	0.383333333333333	0.483333333333333	0.15	0.05	0.55	0.433333333333333	0.266666666666667	0.2	0.0666666666666667	9.41306928856719	1915684	Nitrososphaeraceae^archaeon^UBA273	Scaffold	1
GCA_002502135.1	1917432_archaeon^UBA543@DAPM01000011.1-85$GCA_002502135.1	DAPM01000011.1-85		0	50	0	1	3	5	2	2	0	6	0	2	10	3	4	2	1	0	3	0	3	3	0	0	0.34	0.5	0.16	0	0.54	0.44	0.34	0.26	0.08	9.77056787497964	1917432	archaeon^UBA543	Scaffold	1
GCA_002502325.1	1915948_Euryarchaeota^archaeon^UBA597@DAOD01000025.1-11$GCA_002502325.1	DAOD01000025.1-11		0	52	0	1	3	4	1	1	1	4	0	4	5	0	3	2	1	2	4	8	4	4	0	0	0.442307692307692	0.596153846153846	0.153846153846154	0.0192307692307692	0.461538461538462	0.519230769230769	0.211538461538462	0.173076923076923	0.0384615384615385	9.95345362491276	1915948	Euryarchaeota^archaeon^UBA597	Scaffold	1
GCA_002502725.1	1915999_Candidatus^Micrarchaeota^archaeon^UBA581@DAQD01000004.1-6$GCA_002502725.1	DAQD01000004.1-6		0	47	0	1	4	4	1	3	1	5	1	1	10	0	4	1	1	0	1	0	4	4	0	1	0.361702127659574	0.51063829787234	0.106382978723404	0.0638297872340425	0.531914893617021	0.446808510638298	0.340425531914894	0.25531914893617	0.0851063829787234	9.54972605538782	1915999	Candidatus^Micrarchaeota^archaeon^UBA581	Scaffold	1
