Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
1934986	GCA_002011255.1	Archaeoglobus^sp.^JdFR-29	Contig	NA	955	NA	NA	737977	0.449417722610774	NA	0.483921923339101	0.483921923339101	1456.5	1456.5	0.390492359932088	0.387096774193548	0.368087441141507	0.375	NA	NA	0.38410153991624	0.390423045738541	109.434782608696	61.5	92	0.364391687100883	0.35575485799701	150	107	0.372856108417113	0.388157894736842	40	NA	215	0.358395667550798	0.375	47	217	0.00129407827073201	0.0377369484414826	0.0136427016018115	0.0159883031584995	0.0217486452829831
1935152	GCA_002011355.1	Thermoplasmatales^archaeon^JdFR-43	Contig	NA	1380	NA	NA	1230939	0.374306388175375	NA	0.356981355047653	0.357274401473296	856	660	0.304412521125726	0.290322580645161	0.262816290040727	0.264019916142558	NA	NA	0.28665181679598	0.29897459442914	76.525	19	120	0.270913071403053	0.261575066449455	135.5	174	0.260614074760325	0.256620209059233	39	NA	236	0.250063295613856	0.267708333333333	39	294	0.00112109535890893	0.0297041526834392	0.00746015846439182	0.0105504821928625	0.0191536704905767
1853690	GCA_002025255.1	Halolamina^sp.^CBA1230	Contig	5	3441	44	6	3472516	0.639899687581614	NA	0.597202162636154	0.595882684715172	748.235294117647	411	0.609448111307366	0.629032258064516	0.593512023487789	0.628068618751848	NA	NA	0.641326854153988	0.646017699115044	162.695059625213	47	587	0.612614585866407	0.628129308674894	140	668	0.575611754859399	0.625374251497006	69	NA	850	0.56617735013043	0.615384615384615	71	937	0.00099092415988868	0.047460688446072	0.027502249089709	0.0205292070648487	0.0269314813812233
1811728	GCA_002067005.1	Methanomassiliicoccales^archaeon^PtaB.Bin215	Contig	291	1691	10	NA	1520743	0.601519022128667	NA	0.614718614718615	0.614718614718615	1386	1386	0.503207649942504	0.5	0.447210040299052	0.482758620689655	NA	NA	0.429815082452968	0.5	141.475555555556	36	225	0.465070458688023	0.473895582329317	120	177	0.45692560772529	0.48936170212766	48	NA	365	0.439159289146154	0.470588235294118	49	347	0.00111195645812606	0.0266626247827542	0.0209318734329207	0.0126957677924541	0.0139668569903001
1811680	GCA_002067035.1	Methanoregula^sp.^PtaB.Bin085	Contig	63	2925	45	2	2904573	0.561066542021488	NA	0.564594733242134	0.564594733242134	666	666	0.475309301053025	0.483870967741935	0.457608348490056	0.483870967741935	NA	NA	0.487866124899066	0.509598603839442	196.789346246973	110	413	0.464705371092594	0.475	172	445	0.450686511644618	0.480653425158865	80	NA	740	0.444225276762704	0.475409836065574	72	787	0.00100703270325793	0.0480635191472206	0.0279813934784906	0.0217119693669259	0.0263515497802947
1811727	GCA_002067045.1	Methanomassiliicoccales^archaeon^PtaB.Bin134	Contig	230	1861	17	NA	1749177	0.61931086650641	NA	0.635226504394861	0.635226504394861	774	774	0.512365180047881	0.516129032258065	0.457475843702831	0.5	NA	NA	0.443695098410211	0.521632153195279	109.209401709402	26.5	234	0.479884208215683	0.493243243243243	127	227	0.463174506910998	0.5	48	NA	400	0.448333526640556	0.486842105263158	42	453	0.0010639289220016	0.0286757715199777	0.0146097278891731	0.0121943062365901	0.0164814652833876
1811674	GCA_002067065.1	Methanobacterium^sp.^PtaB.Bin024	Contig	102	2485	29	2	2489884	0.37663781925749	NA	0.372852233676976	0.372852233676976	582	582	0.285446361590398	0.274193548387097	0.253613838472763	0.251655629139073	NA	NA	0.235574855666857	0.234931009440813	130.549382716049	99.5	324	0.259292675587304	0.257307060755337	266	308	0.260921801711479	0.258064516129032	97	NA	844	0.25078659102987	0.25	104	733	0.00099803846283602	0.0672999224060237	0.0169879400004176	0.0343955782679032	0.0329043441381205
1811721	GCA_002067095.1	Methanoregulaceae^archaeon^PtaB.Bin056	Contig	106	2281	38	NA	2239790	0.586228683539984	NA	0.596112624663541	0.600066269052353	1168	324	0.488254565083856	0.483870967741935	0.470416811519163	0.49375	NA	NA	0.510941599638466	0.517543859649123	157.529209621993	87	291	0.464567479181596	0.475409836065574	167	313	0.46505963741257	0.492753623188406	72	NA	553	0.457782596645314	0.491841801897668	79	554	0.00101839904633917	0.045192183195746	0.0204666508913782	0.0218547274521272	0.0233374557436188
1811720	GCA_002067115.1	Methanoregulaceae^archaeon^PtaB.Bin009	Contig	134	2280	30	NA	2185891	0.575256869917997	NA	0.640547263681592	0.640547263681592	1608	1608	0.478135140293949	0.483870967741935	0.460151752922512	0.482547514619883	NA	NA	0.48584654161946	0.507874503968254	162.967948717949	101	312	0.451257065000798	0.457940251572327	167	320	0.472995756306672	0.491228070175439	84	NA	507	0.438637234222201	0.472727272727273	73	543	0.00104305292441389	0.0458096949939407	0.0232609951731354	0.0213619983796081	0.0244476966143326
1811723	GCA_002067155.1	Methanoregulaceae^archaeon^PtaB.Bin152	Contig	166	2071	22	NA	1960856	0.586712799492829	NA	0.613277958348381	0.613277958348381	388.5	388.5	0.489760721955876	0.5	0.479451326048835	0.5	NA	NA	0.511433345617937	0.526688572471705	190.768115942029	94.5	276	0.464554351475524	0.475913275913276	163	258	0.475413031326895	0.5	78	NA	456	0.473350053101351	0.5	71	515	0.00105617138637411	0.0431969507194817	0.0268515383077595	0.0217501948128776	0.0214467559066041
1811678	GCA_002067265.1	Methanomethylovorans^sp.^PtaU1.Bin073	Contig	326	1907	23	NA	1922116	0.409200245496389	NA	0.373540856031128	0.373540856031128	2313	2313	0.344505277695571	0.338709677419355	0.301909331057693	0.316535058132614	NA	NA	0.318209920586996	0.333333333333333	156.644268774704	68	253	0.311457828500258	0.309917355371901	200	185	0.291461874776384	0.314465408805031	54	NA	517	0.300747368396525	0.321981424148607	58	421	0.000992135750391756	0.0334704044917164	0.0206184226134115	0.0142207858422697	0.0192496186494468
1811679	GCA_002067275.1	Methanomethylovorans^sp.^PtaU1.Bin093	Contig	100	2077	35	NA	2098238	0.443888921691106	NA	0.492040458537622	0.485317284497612	1009.5	925.5	0.360010965914283	0.354838709677419	0.3259906906953	0.333333333333333	NA	NA	0.348635193390163	0.351190476190476	111.080139372822	48	287	0.323259554153491	0.322707645415291	195	282	0.313606932247416	0.331877729257642	56	NA	619	0.329318447930015	0.341042780748663	56	582	0.000989878173972638	0.0432353241148049	0.0151937006192815	0.0170276203176189	0.026207703797186
1811677	GCA_002067315.1	Methanocella^sp.^PtaU1.Bin125	Contig	219	3293	40	2	3243770	0.599864746941871	NA	0.541569460222641	0.556992337164751	456.461538461538	316.5	0.450730249143826	0.451612903225806	0.467181390077897	0.480943487583869	NA	NA	0.538839054494505	0.542929292929293	202.93509127789	119	493	0.436775787858431	0.443946188340807	215	504	0.461282273101556	0.481192901608861	86	NA	856	0.450131035565892	0.470588235294118	86	877	0.00101517678503716	0.0589369776525463	0.0308428156126975	0.0255314032745848	0.0334055743779614
1811722	GCA_002067485.1	Methanoregulaceae^archaeon^PtaB.Bin108	Contig	165	1969	26	NA	1909505	0.541986894843216	NA	0.512226111397764	0.515151515151515	326	369	0.458314077086607	0.467741935483871	0.437058657079274	0.454545454545455	NA	NA	0.463972605068097	0.475806451612903	186.716845878136	122	279	0.435711213353983	0.442028985507246	173	259	0.432225877572264	0.454545454545455	79	NA	403	0.426085197241998	0.454545454545455	64	475	0.0010311572894546	0.0426539862425079	0.0272814158643208	0.0191887426322529	0.023465243610255
1811676	GCA_002067565.1	Methanobacterium^sp.^PtaU1.Bin242	Contig	347	1773	9	NA	1801212	0.366105726049185	NA	0.394461024779024	0.405063291139241	565	615	0.267355673869924	0.258064516129032	0.23574433152352	0.23121387283237	NA	NA	0.223294198853213	0.214285714285714	145.534391534392	91	189	0.229327215957053	0.227497945285899	265.5	130	0.244227316099906	0.235294117647059	104	NA	429	0.234918188406627	0.234782608695652	107	547	0.000984337212943285	0.057661174808962	0.0152708287530841	0.0384990772879594	0.0191620975210025
1811729	GCA_002067635.1	Methanomassiliicoccales^archaeon^PtaU1.Bin030	Contig	233	1597	16	2	1525269	0.590893814007918	NA	0.596297690763052	0.596297690763052	729	729	0.497649769585253	0.5	0.460338503451236	0.496862538118696	NA	NA	0.496202649385144	0.545454545454545	147.092682926829	67	205	0.466306700658053	0.470588235294118	175	185	0.435334903042677	0.487551096246748	52.5	NA	348	0.461076414723724	0.5	61.5	332	0.00104702842580555	0.0364193135768183	0.0197696275214404	0.0151935494657008	0.0212257641111174
1811689	GCA_002067705.1	Methanosaeta^sp.^PtaU1.Bin112	Contig	200	3485	37	2	3437085	0.499850335887286	NA	0.469477014703145	0.469477014703145	1338	1338	0.416648353554864	0.419354838709677	0.390843737860408	0.404761904761905	NA	NA	0.430201770703772	0.4375	137.316593886463	80	458	0.392646540604738	0.393939393939394	169	483	0.378216338231999	0.399159663865546	56	NA	915	0.38275710558312	0.401621123400564	62	908	0.00101394059210057	0.041040300138053	0.0182977726765559	0.0172913966340664	0.0237489035039867
1811684	GCA_002067755.1	Methanosaeta^sp.^PtaB.Bin018	Contig	104	2356	28	1	2225635	0.517940146288833	NA	0.480476673427992	0.480476673427992	301.5	301.5	0.428991252050301	0.435483870967742	0.401177509018758	0.41645885286783	NA	NA	0.446716458172536	0.459359359359359	102.021582733813	40.5	278	0.397383256551797	0.401253918495298	153	311	0.39011791561169	0.41304347826087	39	NA	607	0.393944364634183	0.412556053811659	41	659	0.00105857429452718	0.0342028230145554	0.0127433294318251	0.0128233066068785	0.0213795164076769
1811730	GCA_002067865.1	Methanomassiliicoccales^archaeon^PtaU1.Bin124	Contig	18	2212	41	1	2216273	0.566037008005199	NA	0.577921423657315	0.574563158596772	660	669	0.475656800798138	0.483870967741935	0.40857710656263	0.438202247191011	NA	NA	0.347478081974929	0.393454371715241	58.4018404907975	20	326	0.443995146934072	0.446428571428571	144	397	0.409012109374077	0.436828377673448	50.5	NA	586	0.418581407170879	0.444444444444444	59	560	0.000998071988423809	0.0418532599548882	0.00859054818607635	0.0160586037911395	0.0257946561637488
1811682	GCA_002067895.1	Methanoregula^sp.^PtaU1.Bin051	Contig	23	2464	40	NA	2312687	0.544788999138832	NA	0.560975003264282	0.575	680.142857142857	438	0.454536142584742	0.451612903225806	0.421532671944923	0.441666666666667	NA	NA	0.429450319598199	0.443181818181818	134.936599423631	62	347	0.431890753240528	0.435754189944134	162	395	0.41335534203188	0.440366972477064	60	NA	629	0.418833109314117	0.446444829742932	66	628	0.0010654273578742	0.0471477549707332	0.0202461465818764	0.0194786410785377	0.0276691138921955
1811687	GCA_002067935.1	Methanosaeta^sp.^PtaU1.Bin028	Contig	149	1798	26	NA	1930391	0.54300886304265	NA	0.498484542795684	0.520755878648207	1432	921	0.475694754713609	0.483870967741935	0.472346623914289	0.496268656716418	NA	NA	0.514905784949567	0.525862068965517	219.12017167382	143	233	0.473730377708805	0.486167444708043	221	246	0.46395936541895	0.490550595238095	107	NA	452	0.459415329684734	0.489125295508274	79	500	0.000931417521113598	0.054556304914393	0.0264480097555366	0.0263930986002318	0.0281632063141612
1933927	GCA_002083985.1	Candidatus^Altiarchaeales^archaeon^A3	Scaffold	209	1338	30	1	1446933	0.317217355673017	NA	0.419746160106578	0.381395348837209	729.636363636364	786	0.201949236150558	0.193548387096774	0.185494834438808	0.200956937799043	NA	NA	0.249027435274156	0.263005780346821	284.454545454545	216	99	0.170123593905058	0.165413533834586	193	123	0.17415280913015	0.189189189189189	61	NA	407	0.186004551348611	0.198684210526316	78.5	426	0.000924714551399408	0.0420897166627619	0.0194625459506418	0.0256832901039647	0.0164064265587971
282676	GCA_002116695.1	Acidianus^manzaensis	Complete Genome	1	2695	46	3	2687463	0.306201052814495	NA	0.317213712102829	0.309733691825107	1079.54901960784	744	0.24785837077272	0.241935483870968	0.209149872972053	0.211248776078933	NA	NA	0.194838040148525	0.2	161.935714285714	53.5	280	0.220211322621935	0.215384615384615	155	493	0.21006252794852	0.215789473684211	54	NA	643	0.20578427920273	0.20796783625731	63.5	604	0.00100280450372712	0.0437903703232379	0.0168716741402579	0.0153564904893574	0.0284338798338805
1927129	GCA_002153915.1	Methanonatronarchaeum^thermophilum	Contig	8	1549	31	3	1513137	0.370454871726965	NA	0.50885216089003	0.50885216089003	530	530	0.304856304985337	0.290322580645161	0.263870315638126	0.277777777777778	NA	NA	0.285228631747163	0.295454545454545	193.856502242152	136	223	0.278068097694373	0.276604239256678	222.5	230	0.249525868398817	0.265211253894081	86	NA	380	0.259052550377725	0.277777777777778	70	535	0.00102370109249856	0.0634582327971625	0.0285697858158249	0.0296377657806266	0.0338204670165358
745377	GCA_002156705.1	Natronolimnobius^aegyptiacus	Complete Genome	1	3698	48	6	3930546	0.64108294369281	NA	0.645814599713531	0.653948033565868	1344.98364978903	768	0.571017069039331	0.580645161290323	0.570427389578647	0.595121951219512	NA	NA	0.604876508075316	0.612903225806452	143.085137085137	76	693	0.579273035471232	0.586252328381264	189.5	708	0.556645256678112	0.592332190102891	109.5	NA	1004	0.554845463213441	0.590559732664996	105	1046	0.000940836209524071	0.0651274021471826	0.0252275383623547	0.0309932131566454	0.0341341889905372
1898749	GCA_002156965.1	Candidatus^Nitrosomarinus^catalina	Complete Genome	1	1722	42	3	1360076	0.314372873280611	NA	0.322152498562692	0.316239316239316	731.962833914053	597	0.257255437637911	0.258064516129032	0.208247571025501	0.222222222222222	NA	NA	0.161962097382785	0.15625	50.9383886255924	12	211	0.235636361850319	0.238064849948258	97.5	332	0.210180937803814	0.222222222222222	44	NA	407	0.208002476426364	0.218465909090909	46	464	0.00126610571762166	0.040916831118261	0.00790249956620071	0.0171166905378817	0.0238001405803793
1986694	GCA_002168385.1	Euryarchaeota^archaeon^TMED279	Contig	50	870	13	3	997332	0.428179048210327	NA	0.425480472082655	0.422420767107643	1175.08333333333	775.5	0.440213269084906	0.435483870967742	0.344327280862199	0.392374517374517	NA	NA	0.159526404252911	0	32.1827956989247	2	93	0.442305329557801	0.45487512829285	94	132	0.352978205962524	0.384615384615385	37	NA	257	0.354377238020915	0.4	39	202	0.000872327369421617	0.0217129300975001	0.00300100668583781	0.0092717369943008	0.0124411931031993
1986692	GCA_002168725.1	Euryarchaeota^archaeon^TMED252	Contig	70	1038	20	1	1251395	0.592418377804741	NA	0.546860838342809	0.542355371900826	1218.81818181818	997	0.567962503446374	0.580645161290323	0.503608521660291	0.553846153846154	NA	NA	0.363005030097214	0.44949494949495	33.1833333333333	5	120	0.557700362229247	0.565962001605566	93.5	146	0.522389846684928	0.5625	40	NA	249	0.519070609190388	0.555555555555556	41.5	278	0.000829474306673752	0.0214065103344667	0.00318204883350181	0.0104978843610531	0.0109086259734137
1986686	GCA_002170075.2	Euryarchaeota^archaeon^TMED141	Contig	40	1694	49	4	2033632	0.600281755098258	NA	0.629332645543192	0.633927409066056	1010.08333333333	732	0.590091019556595	0.596774193548387	0.511908476746545	0.574074074074074	NA	NA	0.329300771672805	0.4	40.8165137614679	5	218	0.587428660662379	0.593214924610273	93	264	0.5423782035564	0.578362573099415	43	NA	460	0.525882407103973	0.575757575757576	42	419	0.000832992399804881	0.0216356744976476	0.00437542288870356	0.00956269374203396	0.0120729807556136
1986698	GCA_002170315.2	Euryarchaeota^archaeon^TMED99	Contig	57	1507	43	2	1807257	0.463589675525998	NA	0.464411143545252	0.4745269286754	1015.57142857143	687	0.454701960880076	0.451612903225806	0.384089001632994	0.427251262009445	NA	NA	0.232704959049575	0.25	29.7724867724868	4	189	0.449561396632563	0.447740415506532	116	254	0.392807662708407	0.426666666666667	45	NA	399	0.40462728653465	0.435573122529644	51	414	0.000833860375143104	0.0291065410176859	0.00311355828197097	0.0128033810354587	0.0163031599822272
1986689	GCA_002170775.2	Euryarchaeota^archaeon^TMED192	Contig	16	1236	35	3	1443717	0.497885395416036	NA	0.488627703111685	0.481029810298103	1003.94339622642	759	0.475722999423421	0.483870967741935	0.417084968471887	0.454545454545455	NA	NA	0.337789566921447	0.392307692307692	60.8875	10	160	0.470412046851787	0.475	101	213	0.417698214800193	0.45115856428896	41	NA	294	0.420432788100544	0.458333333333333	39	343	0.000856123464640231	0.0253311417680889	0.00674785986450253	0.0104300219502853	0.0149011198178036
1986687	GCA_002170935.1	Euryarchaeota^archaeon^TMED164	Contig	55	1166	26	3	1285614	0.48219428731643	NA	0.349475530227481	0.354792560801145	1127.01075268817	1014	0.437692623792891	0.451612903225806	0.380588788040751	0.423076923076923	NA	NA	0.372775080297392	0.441860465116279	28.6989247311828	6	93	0.430822360445786	0.454545454545455	97.5	158	0.34854072788516	0.385164835164835	34	NA	318	0.390267533201838	0.432432432432432	35	308	0.000906959631740165	0.0212668810389433	0.00207605082085292	0.00928427972937445	0.0119826013095688
1986683	GCA_002171315.2	Euryarchaeota^archaeon^TMED117	Contig	87	1235	29	1	1475937	0.444453931676232	NA	0.434651464547241	0.42798353909465	1023.33333333333	882	0.434643321597361	0.435483870967742	0.36126667417639	0.410554561717352	NA	NA	0.171445141668323	0	48.7203389830508	3	118	0.427594790778045	0.43125	96	193	0.379802233817814	0.413461538461538	39	NA	347	0.372413769726593	0.408831908831909	41	284	0.000836756582428654	0.0214731387586327	0.00389515270638245	0.00891975741512002	0.0125533813435126
1986688	GCA_002172185.1	Euryarchaeota^archaeon^TMED173	Contig	9	744	17	NA	826841	0.454034562803212	NA	0.446726655151674	0.44416456759026	1220.29292929293	822	0.437509150358694	0.435483870967742	0.38394051659082	0.40625	NA	NA	0.322039853826043	0.333333333333333	41.2602739726027	7	73	0.432934931826073	0.428571428571429	92	115	0.372603757729327	0.394366197183099	38	NA	172	0.387161802899513	0.4	40	259	0.000899810241630495	0.027071710280453	0.00364278017176216	0.0142760216293096	0.0127956886511433
1986685	GCA_002172355.2	Euryarchaeota^archaeon^TMED132	Contig	46	1276	38	2	1501688	0.402341783489806	NA	0.413383645864855	0.405684754521964	877.48	861	0.389057285873192	0.387096774193548	0.317404534804183	0.353741496598639	NA	NA	0.173784802361811	0.142857142857143	54.7	3	140	0.377690251524523	0.37442218798151	115	205	0.329330689283894	0.353177415544531	45	NA	380	0.326097107539242	0.363636363636364	41.5	370	0.000849710459163288	0.0272726425196179	0.00509959458955522	0.0115736424610172	0.0156990000586007
1986684	GCA_002172375.1	Euryarchaeota^archaeon^TMED129	Contig	75	1335	25	2	1402371	0.364379378065022	NA	0.390872768643193	0.395936732340703	695.75	582	0.351090824243131	0.354838709677419	0.278745131158666	0.309677419354839	NA	NA	0.161607910375651	0.15	43.1259842519685	7	127	0.342161661705569	0.344505494505495	105	176	0.282054101495868	0.307692307692308	37	NA	306	0.284777659596175	0.314005602240896	40	448	0.00095195921763927	0.0269322454614364	0.00390552856555077	0.0137545628082726	0.0131776826531638
1932700	GCA_002176885.1	archaeon^D22	Contig	54	481	5	2	499102	0.364942461662042	NA	0.358019431501083	0.351316421107049	763.178571428571	666	0.264666784828075	0.258064516129032	0.230197665657976	0.237162586315129	NA	NA	0.239651201400488	0.25	91.8181818181818	49	55	0.247309441584697	0.237037037037037	131	57	0.23021401007216	0.241338112305854	67	NA	132	0.217507215180572	0.222222222222222	64	118	0.000963730860625684	0.0390861988130683	0.0101181722373383	0.0241253290910475	0.0149608697220207
2008440	GCA_002197185.1	Thermococcus^sp.^5-4	Complete Genome	1	2012	45	4	1854909	0.556857506217286	NA	0.565886176914604	0.568788782993379	2583.6223880597	747	0.467956615890084	0.467741935483871	0.421333985732033	0.434782608695652	NA	NA	0.423225432979102	0.431372549019608	119.810256410256	27	195	0.444607886425294	0.44488188976378	116	337	0.42041493416554	0.432508351047677	41	NA	556	0.405869841001435	0.428571428571429	47	498	0.00108468932977305	0.0345995410017419	0.012595227043483	0.0135246526918571	0.0210748883098847
1937004	GCA_002201915.1	Methanopyrus^sp.^KOL6	Chromosome	NA	1550	NA	NA	1430309	0.576702656558828	NA	0.574639950943203	0.578924038820455	846.491612903226	741	0.569909636227892	0.580645161290323	0.555098289333208	0.571428571428571	NA	NA	0.510629357591866	0.554804804804805	165.928571428571	77	126	0.602580592673721	0.594435975609756	74	252	0.547795222768232	0.571428571428571	26	NA	384	0.545350131849786	0.567567567567568	20	365	0.00108368191768352	0.0186141595976813	0.0146171211954899	0.00557641740351211	0.0130377421941692
1961136	GCA_002204705.1	Thermoplasmatales^archaeon^B_DKE	Contig	31	2001	46	3	1905249	0.441036853225041	NA	0.426984558176947	0.419279907084785	757.176470588235	477	0.365493423469763	0.354838709677419	0.344355190223726	0.361702127659574	NA	NA	0.367348479068266	0.394551519644181	160.905844155844	59	308	0.352616710934839	0.354243542435424	173	369	0.347554676666331	0.361772116461366	70	NA	450	0.323985114509482	0.351925925925926	53	568	0.00105025642317618	0.0518782584323624	0.0260118231265309	0.0183724017175708	0.0335058567147916
387957	GCA_002208625.1	Methanobrevibacter^sp.^87.7	Contig	300	1618	37	6	1920674	0.241680472361492	NA	0.354784889588732	0.309166666666667	931.806451612903	636	0.171270854382809	0.145161290322581	0.137790885088909	0.11877024838013	NA	NA	0.111476598794212	0.108957815212801	266.948717948718	229.5	156	0.111162382178039	0.105571847507331	309	147	0.149012685950469	0.123393316195373	148	NA	503	0.142429269378959	0.125	126.5	512	0.000842412611406204	0.0687753361580362	0.0216819720577256	0.0451258256216307	0.0236495105364054
1920749	GCA_002214165.1	Candidatus^Mancarchaeum^acidiphilum	Complete Genome	1	1005	45	3	952257	0.39355342097774	NA	0.405147965051495	0.404371584699454	845.171656686627	693	0.284569660734149	0.274193548387097	0.261705259499824	0.261583184257603	NA	NA	0.293307796870104	0.301255230125523	91.1096774193548	41	155	0.256476249669958	0.248447204968944	160	171	0.25571775730396	0.258978111090787	49.5	NA	358	0.253544264651725	0.262934879571811	60.5	228	0.00105538735866473	0.0457904221234394	0.0148300301284212	0.0170586826875518	0.0287317394358876
71997	GCA_002214385.1	Thermococcus^gorgonarius	Complete Genome	1	1833	46	4	1674122	0.516667841411797	NA	0.524139837799922	0.525058479087067	1295.04350161117	717	0.444834751632693	0.435483870967742	0.399268775175115	0.416666666666667	NA	NA	0.377826999899742	0.404001576976148	88.912037037037	33	216	0.423279112764207	0.425407925407925	122	314	0.394931914306764	0.415384615384615	44	NA	541	0.398050595535816	0.416149068322981	45	461	0.0010949022831072	0.0364304393586608	0.0114716848592874	0.0135479970993751	0.0228824422592858
54077	GCA_002214465.1	Thermococcus^barossii	Complete Genome	1	2049	46	4	1922421	0.546921824095763	NA	0.555178740150583	0.560081917870624	911.243701550388	741	0.465998256320837	0.467741935483871	0.419470184111846	0.434035395641363	NA	NA	0.414768892170841	0.431733457595527	70.75	28.5	192	0.441882074936556	0.441018342820999	114.5	344	0.42384757178867	0.429906542056075	43	NA	557	0.402059172196559	0.429906542056075	44	531	0.00106584353791391	0.0336039816460598	0.00706609010201199	0.0131152333437889	0.0204887483022709
71998	GCA_002214485.1	Thermococcus^pacificus	Complete Genome	1	1924	46	4	1785673	0.542407820468809	NA	0.552029577301226	0.556473829201102	1704.52317880795	720	0.460288946644244	0.467741935483871	0.422020807085315	0.435736677115987	NA	NA	0.420212895748834	0.443223443223443	131.170506912442	43	217	0.439041110652286	0.4375	119.5	336	0.425749165202668	0.435133239831697	46	NA	540	0.406601020064607	0.429319511846988	51	476	0.00107746491098874	0.0372655015783965	0.0159402085376213	0.0147798617104027	0.0224856398679937
72803	GCA_002214505.1	Thermococcus^siculi	Complete Genome	1	2148	46	3	2029167	0.549939457915489	NA	0.558913047172871	0.565167243367935	861.576443418014	735	0.468231223569706	0.467741935483871	0.426839576489677	0.444444444444444	NA	NA	0.417150609310393	0.433070866141732	92.3964757709251	32	227	0.450677815825437	0.455357142857143	122	363	0.436042842659494	0.444444444444444	46	NA	561	0.406057970674918	0.433962264150943	51	559	0.00105856245444559	0.0369171191922597	0.0103362611357271	0.0150923999848214	0.0218247192074383
122420	GCA_002214525.1	Thermococcus^sp.^P6	Complete Genome	1	1617	45	4	1522818	0.548794406160158	NA	0.558632996040943	0.565217391304348	859.587767584098	747	0.471725543167197	0.483870967741935	0.432257203235559	0.451612903225806	NA	NA	0.428926649488172	0.444444444444444	64.8379888268156	25	179	0.452963637937579	0.457142857142857	119	269	0.426380321186162	0.448979591836735	44	NA	468	0.426739880617835	0.451923076923077	45	403	0.00106184718068738	0.0342010667065926	0.00762139664753109	0.013180169921816	0.0210208967847766
49899	GCA_002214585.1	Thermococcus^profundus	Complete Genome	2	2128	46	4	2043143	0.485870877867236	NA	0.541157428090853	0.544334374390006	869.559073724008	735	0.455563768192457	0.451612903225806	0.411277510420506	0.424494366770734	NA	NA	0.40371415485875	0.4	86.1779661016949	33	236	0.42992861941798	0.431818181818182	120	343	0.413149482116974	0.428571428571429	46	NA	602	0.400746674760263	0.423913043478261	47	545	0.00104153257995157	0.0337181489499267	0.0099542714337665	0.0135727161534949	0.0201454327964318
54262	GCA_002214605.1	Thermococcus^chitonophagus	Complete Genome	1	2115	48	4	1961979	0.449216836673583	NA	0.456412810566997	0.456494700410989	836.576709796673	732	0.395515926383081	0.387096774193548	0.35148228659061	0.36231884057971	NA	NA	0.361414645598163	0.381219301863447	164.672131147541	68.5	122	0.368488887247678	0.361885546588408	116.5	338	0.343578761158074	0.361111111111111	30	NA	563	0.346579368616991	0.358778317152104	46.5	512	0.00107799318952955	0.0326634484874711	0.0102396610769025	0.0125934069630715	0.0200700415243996
1874706	GCA_002243045.1	Methanolobus^psychrotolerans	Contig	NA	3052	NA	NA	3164721	0.403536906041828	NA	0.412953248218941	0.430799220272904	975.821917808219	876	0.335923082601314	0.338709677419355	0.302287705188561	0.311475409836066	NA	NA	0.313939461607143	0.321336047372317	145.71875	59.5	384	0.299882837891328	0.30100009869395	214.5	418	0.30373824211834	0.317073170731707	67	NA	767	0.297791530743386	0.313390313390313	62	1019	0.000964382010294114	0.0497130710732478	0.0176811794783806	0.0213816636600825	0.0283314074131653
1480728	GCA_002252755.1	Halorubrum^sp.^Hd13	Scaffold	130	3593	50	3	3811317	0.661248016876288	NA	0.603621079360279	0.607679194739833	760.15625	415.5	0.60273076690882	0.612903225806452	0.609969277432991	0.64406779661017	NA	NA	0.678065319186454	0.695652173913043	139.91904047976	60	667	0.614075507107718	0.629411764705882	173	683	0.587230564423594	0.634989053092501	97.5	NA	944	0.580104021142225	0.631578947368421	97.5	896	0.000942718750500155	0.0564175716687959	0.0244865488753625	0.0254154272656932	0.0310021444031027
1383851	GCA_002252985.1	Halorubrum^halodurans	Scaffold	143	3200	56	3	3320122	0.680508852444369	NA	0.728022648288729	0.729344729344729	759.526315789474	696	0.61715068865531	0.629032258064516	0.621573789001236	0.663461538461539	NA	NA	0.695199551898705	0.72	136.845094664372	57	581	0.626812954628312	0.643835616438356	164	597	0.591771436777301	0.661538461538462	91	NA	785	0.595671023032299	0.643564356435644	88	869	0.000963820004204665	0.0550163518087588	0.0239470115857189	0.0255270740051119	0.029489277803647
